file_path,mean,std,shape
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-68.jpg,[ 88.27204257 114.94554912 132.865434  ],[74.77427736 65.96873413 65.12580586],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-14.jpg,[ 76.53278566 110.58423559 120.41816567],[78.43530202 72.32479548 71.09946277],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-39.jpg,[ 82.52831022 115.99835329 126.95856888],[76.21256238 71.43813051 70.85253797],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-11.jpg,[ 86.63939025 120.43722599 131.44818756],[80.83994155 70.37523606 68.57613899],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-56.jpg,[ 66.27800012 110.22352217 119.43126147],[63.51370158 62.26276853 63.27929479],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-42.jpg,[ 62.91481212 113.13818544 124.6130033 ],[68.6417181  68.81051449 69.42147793],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-28.jpg,[ 63.56279993 109.91888725 123.87822978],[69.15998484 66.53631669 67.24518458],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-2.jpg,[ 98.16181199 118.18254534 121.97642184],[87.92888913 73.12262006 70.18614931],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-54.jpg,[ 60.33649455 111.37045173 116.1793979 ],[68.80074457 66.61372092 67.99157274],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-13.jpg,[ 84.18573494 121.65441481 132.58139883],[78.87436396 71.43882663 69.51671953],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-40.jpg,[ 65.53726594 114.29830757 122.16756294],[71.35359107 70.55658476 69.18936018],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-16.jpg,[ 73.23449819 112.48578083 131.3225439 ],[73.50748233 70.42687305 71.21459763],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-42.jpg,[ 84.49901663 113.39079682 128.14352729],[77.6083811  70.5934476  71.06906794],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-56.jpg,[ 94.45223119 116.688076   122.28712799],[79.43626818 71.59405495 70.82048437],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-4.jpg,[ 76.53473051 118.64738589 136.95903047],[67.76356236 59.3677052  62.8571949 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-56.jpg,[ 73.10787157 113.14818407 120.880426  ],[75.04521738 73.08376299 73.10626986],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-28.jpg,[105.06894251 119.313159   115.71569589],[90.25483579 70.09054203 66.26225088],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-42.jpg,[ 70.46685871 112.48905212 120.72271735],[73.29224079 69.93271419 70.43695294],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-14.jpg,[ 94.06996533 114.51339802 116.15367101],[92.99859648 71.08752599 64.08893588],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-53.jpg,[ 73.76047449 109.24535659 119.28930814],[70.82711734 65.74585861 63.65469946],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/4-16.jpg,[ 79.26013084 121.54363578 129.25092916],[79.40175451 68.68758316 67.33127772],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/3-23.jpg,[ 83.10055494 114.95185827 128.67219552],[77.34336341 70.76740542 69.78340565],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-9.jpg,[ 73.04352022 112.06151483 123.19161793],[76.95322625 71.1688273  69.5100382 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/3-36.jpg,[ 95.59994039 113.88539854 118.91138944],[82.48328508 69.59898698 67.80167032],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-8.jpg,[ 78.04609019 116.97519136 126.57418398],[80.11542241 68.907951   65.80602416],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/3-22.jpg,[ 89.53477701 120.82038402 132.84016656],[78.01507403 70.09237677 69.7919933 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/4-17.jpg,[ 75.61207078 115.17750358 123.44991556],[77.98139714 70.58798725 69.44473121],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-15.jpg,[ 79.4580822  111.99967308 120.14371445],[82.73732329 66.30220202 60.41191325],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-52.jpg,[ 75.50034192 112.28864086 121.31814376],[68.7091154  63.6734428  62.36735995],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-46.jpg,[ 62.73551412 111.41075333 120.68926974],[64.39974838 68.19604972 69.068406  ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-29.jpg,[ 90.36835245 117.34292312 119.92110627],[85.24656975 70.71539618 69.84570573],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-43.jpg,[ 74.05049518 116.08558008 125.00914509],[72.80426517 70.383204   71.03816414],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-57.jpg,[ 64.38196938 111.35962654 121.00339201],[69.00612287 68.19239616 69.59506142],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-5.jpg,[ 86.83314035 118.67496724 132.40888336],[73.81537109 61.62075886 63.58945488],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-57.jpg,[ 91.43258971 113.82213834 117.56380782],[77.33583609 71.34631327 70.24998029],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-43.jpg,[ 69.57867016 113.39075705 127.30739903],[67.48624723 68.84609361 70.70254517],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-17.jpg,[ 72.87841432 110.18174216 127.66067246],[69.36858616 65.64833646 70.06455526],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-41.jpg,[ 70.87823315 108.79979091 117.7748052 ],[73.34232306 67.22082046 66.62209263],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-55.jpg,[ 65.81864881 112.89108429 120.97322462],[71.72132124 69.2267123  68.95233423],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-12.jpg,[ 87.18985508 122.56739183 133.25477742],[77.71842535 70.72579087 69.68961595],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-3.jpg,[ 95.89012331 113.35636904 119.68904354],[86.00828657 70.42697425 69.46014015],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-49.jpg,[ 67.0697128  112.40005051 123.93432468],[68.62570245 69.86325054 71.1469425 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-32.jpg,[ 66.82319437 108.4551357  121.64500588],[67.64131478 66.56163509 68.15072599],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-58.jpg,[ 86.71233046 116.95617107 122.13499478],[80.66377666 70.05569525 70.4126037 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-26.jpg,[ 75.80198221 110.17682466 118.83302052],[77.29884618 69.30969804 68.01195918],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-2.jpg,[ 74.89677807 113.89967323 128.11670541],[76.34176883 69.98572239 70.49122186],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-24.jpg,[ 71.14904335 111.76310679 122.53767545],[75.6712821  67.40935979 65.57584185],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-30.jpg,[ 70.12920618 111.65731014 125.14693932],[73.67905862 66.43236405 65.04567682],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/2-11.jpg,[ 75.51654948 112.21021297 132.0416898 ],[74.24333238 71.31499416 69.25545604],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-18.jpg,[ 66.14059736 112.77817014 121.78697618],[67.85710287 66.80991466 68.12493093],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-21.jpg,[ 72.53040458 113.97277599 124.05982792],[77.59372939 69.25568179 68.56452226],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-18.jpg,[ 68.0227703  115.84800178 130.43239985],[74.54923573 66.94497323 67.52454904],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-35.jpg,[ 71.64576682 109.77133207 125.66150426],[72.40624662 71.6145692  71.44633342],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-30.jpg,[ 61.91828681 114.87822363 122.49025603],[65.8279733  64.77532384 64.43960716],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-24.jpg,[ 52.99481274 111.49452364 115.71238483],[58.55313878 65.706798   67.08501768],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-4.jpg,[ 88.41358156 120.84546569 131.75416977],[79.55796431 70.23542638 71.51370793],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/2-9.jpg,[ 80.14269598 113.91077891 131.10096887],[78.12054748 68.08659621 64.37531375],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/4-58.jpg,[ 93.67551724 118.18848747 124.52372472],[79.2243999  68.92672984 68.63272119],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/2-8.jpg,[ 81.64919483 117.00576891 131.8831217 ],[79.84760171 69.55552707 65.82593867],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-5.jpg,[ 83.84997353 109.99372858 123.0335521 ],[81.1397918  73.88551139 72.75047724],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-25.jpg,[ 67.58186697 110.16701769 120.75264624],[70.90170135 66.87533773 67.40812346],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-31.jpg,[ 57.95590977 110.45587507 120.99618298],[67.46229798 67.45706562 66.59430174],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-34.jpg,[ 67.34210739 112.9445404  124.31226109],[69.2721078  68.90463899 69.34817658],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-19.jpg,[ 67.59314563 112.12059452 125.42609209],[70.46386168 68.23133386 69.32890432],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-20.jpg,[ 69.89392105 117.25256127 130.79007326],[74.33901352 69.20484893 69.18688342],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/2-10.jpg,[ 84.26401847 118.63700162 136.64141178],[79.96701041 68.54308066 65.4254222 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-19.jpg,[ 76.56831312 119.64285821 133.84153508],[71.09748363 62.93121671 64.85642081],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-31.jpg,[ 82.4768776  118.53820773 132.34451718],[80.8068014  69.16056191 66.68611216],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-25.jpg,[ 82.97861076 116.44062316 120.27252622],[84.94759019 70.38519139 67.13183573],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-3.jpg,[ 97.58979192 113.22151377 110.67315363],[87.8411027  69.36796646 65.76674496],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-27.jpg,[ 86.28057378 114.77677735 120.14037928],[84.56881224 69.43876866 64.34460183],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-33.jpg,[ 81.40972066 116.81817148 129.45708128],[76.83035045 66.31083504 70.66851921],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-59.jpg,[ 92.62407601 117.698866   120.96547986],[83.62100447 73.02626873 70.68244026],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-48.jpg,[ 65.57632147 114.78499673 127.78526837],[72.55299393 70.18257995 71.21345903],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-19.jpg,[ 59.70368763 111.13659515 121.14661396],[70.06927766 63.6905046  63.67523102],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-25.jpg,[ 80.37335501 110.29090499 119.26066993],[80.04208827 69.68338681 70.69001385],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-62.jpg,[ 82.82612816 113.95755673 124.61007886],[73.08291224 75.26241487 76.35633392],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-31.jpg,[ 61.18758653 112.0813529  118.53489101],[64.32611948 67.7461221  69.97811148],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/8-1.jpg,[ 90.43155697 118.84883654 127.98520008],[81.99616677 71.49778979 68.89657781],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-33.jpg,[ 81.52731537 114.39375686 126.26972038],[79.54668293 71.38807379 68.58872846],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-27.jpg,[ 73.20398092 114.78335444 125.32306069],[74.56227619 67.44871876 65.65651432],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/2-12.jpg,[ 90.2617655  118.83698066 133.06309658],[83.67269645 70.89659965 66.36086106],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-36.jpg,[ 68.98695678 113.45057751 125.48302822],[74.36110785 69.73118014 70.30024674],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-22.jpg,[ 69.52938627 112.28344876 120.56430131],[73.82164921 67.86533779 68.06397595],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-27.jpg,[ 75.50546217 116.63363446 126.74195982],[73.18799106 70.54541181 71.00057242],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-59.jpg,[ 83.72331992 111.4464809  120.55055316],[77.05456136 72.11936439 73.5995886 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-33.jpg,[ 75.46746481 113.96312568 124.98173122],[76.93282071 70.57648595 69.28235465],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-7.jpg,[ 67.59416188 108.31627962 136.29197218],[75.08297078 65.21090359 66.89674879],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-6.jpg,[ 76.4118288  111.26946662 125.82236691],[76.07272797 68.11935242 70.2388874 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/11-58.jpg,[ 84.12562718 119.09493029 125.58773922],[77.62041048 70.82161018 73.1535057 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-32.jpg,[ 70.5136877 112.2250735 122.3972071],[73.21593728 70.70086942 69.24596858],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/9-26.jpg,[ 63.44268726 114.25296823 128.3775502 ],[68.13018152 68.76192778 69.1647434 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-23.jpg,[ 73.74911349 113.23406982 121.36745413],[75.83409557 69.70273328 70.81353979],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/7-37.jpg,[ 71.72444887 114.10504653 128.12829933],[72.15069729 69.09144213 69.32781309],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/2-13.jpg,[ 97.77925784 119.36781287 129.96689849],[84.051424   69.70022676 65.48272968],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-26.jpg,[ 76.23006868 115.39735653 122.77312387],[79.64274667 67.89803357 65.91084199],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/5-32.jpg,[ 83.38542364 114.84335993 124.11552865],[82.94494192 70.77180025 66.0507056 ],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-30.jpg,[ 71.66334617 109.96715077 124.6035057 ],[77.65412521 69.54558083 68.12602023],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-24.jpg,[ 65.44991547 110.98606125 119.09324798],[69.20294453 67.47871609 68.68977562],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-18.jpg,[ 61.64267417 113.03112493 126.02460303],[68.82212588 61.00229009 58.30894959],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/6-67.jpg,[ 81.10795399 114.02626368 128.86768788],[75.72718159 71.21502306 69.98263161],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-20.jpg,[ 62.51905785 108.83457784 115.90410455],[72.29162751 65.86649496 65.23721219],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/10-34.jpg,[ 70.37698396 113.5662364  124.18881069],[77.67876443 68.26245762 64.75294586],"(4032, 3024, 3)"
/Users/izzymohamed/Desktop/Vision For Social Good/DATA/Cherry/03_11_2021/Ground_RGB_Photos/Healthy/4-9.jpg,[ 75.11042603 109.12188028 119.22674129],[78.37933251 68.22731215 67.49864152],"(4032, 3024, 3)"
